procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 4846804 414168 5377440    0    0     0   304 6656 14411  9  4 87  0  0  0
 1  0      0 4851628 414168 5377440    0    0     0    56 5013 8106  8  2 90  0  0  0
 1  0      0 4848672 414168 5377440    0    0     0     0 11692 15100 11  4 85  0  0  0
 1  0      0 4851952 414168 5377440    0    0     0    52 10867 13916  9  3 88  0  0  0
 1  1      0 4882664 414176 5377444    0    0     0    84 7655 10926  8  3 89  0  0  0
 2  0      0 4884336 414184 5376696    0    0    20     4 8637 17698  9  3 88  0  0  0
 4  0      0 4840948 414812 5377852    0    0  1840   976 8942 13414 10  5 85  0  0  0
 1  0      0 4781280 414960 5413588    0    0   136   232 8402 13514 14  3 83  0  0  0
 1  0      0 4792152 414960 5413588    0    0     0     0 5140 8631  7  2 91  0  0  0
 1  0      0 4794244 414960 5413588    0    0     0     4 9335 11733  8  3 89  0  0  0
 1  0      0 4797548 414960 5413588    0    0     0   176 8268 15849  9  3 88  0  0  0
 1  0      0 4797348 414960 5413588    0    0     0     0 7577 9201  7  2 90  0  0  0
 1  0      0 4799408 414968 5413588    0    0     0   416 7809 11152 10  3 87  0  0  0
 2  0      0 4796260 414968 5413588    0    0     0    28 7461 9930  8  3 90  0  0  0
 2  0      0 4799580 414972 5413584    0    0    12     0 8446 10834  8  3 89  0  0  0
 1  0      0 4772064 414972 5418172    0    0     0     4 11691 19469 10  3 87  0  0  0
 1  0      0 4783088 414972 5411372    0    0     0    24 10905 15821  9  5 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4770496 414988 5416736    0    0     8   468 10011 16012 10  4 86  0  0  0
 2  0      0 4763076 414988 5416736    0    0     0     0 7522 11611  8  3 88  0  0  0
 1  0      0 4767200 414988 5416744    0    0     0     0 5039 7846  7  3 90  0  0  0
 2  0      0 4767076 414992 5416744    0    0     0     0 5988 13427  8  3 89  0  0  0
 1  0      0 4767880 415008 5416756    0    0     0   288 4911 7831  7  2 90  0  0  0
 2  0      0 4773004 415008 5416732    0    0     0     0 6342 9926  9  2 88  0  0  0
 2  0      0 4774936 415008 5416732    0    0     0    72 5366 8381  8  3 90  0  0  0
 1  0      0 4777788 415008 5416732    0    0     0   156 4690 7765  7  3 90  0  0  0
 1  0      0 4777644 415008 5416736    0    0     0     0 6166 13533  9  3 89  0  0  0
 1  0      0 4778972 415016 5416736    0    0     0   132 5311 8378  8  3 90  0  0  0
 1  0      0 4776400 415016 5416736    0    0     0    28 6818 11141 10  3 88  0  0  0
 1  0      0 4776352 415016 5416740    0    0     0     0 4977 8155  7  2 91  0  0  0
 2  0      0 4778000 415032 5416648    0    0     0    96 5161 8033  7  3 90  0  0  0
 1  0      0 4776628 415032 5416756    0    0     0   164 6111 13572  8  3 89  0  0  0
 1  0      0 4777408 415032 5416820    0    0     0    96 5482 8373  7  3 90  0  0  0
 1  0      0 4776856 415032 5416820    0    0     0     0 6280 10082 10  2 88  0  0  0
 1  0      0 4776404 415032 5416820    0    0     0    28 4815 7726  7  2 91  0  0  0
 1  0      0 4774252 415044 5416812    0    0     0   172 4888 7865  7  2 90  0  0  0
 1  0      0 4771628 415060 5416824    0    0     0    84 6392 13794  9  3 88  0  0  0
 4  0      0 4773708 415060 5416828    0    0     0   172 5085 8286  7  2 90  0  0  0
 3  0      0 4779080 415060 5416828    0    0     0     0 6232 9930  9  3 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 4781188 415060 5416828    0    0     0     0 5207 8406  7  2 90  0  0  0
 5  0      0 4776640 415064 5416832    0    0     0    48 5216 8085  7  3 89  0  0  0
 1  0      0 4777064 415072 5416832    0    0     0   108 6283 13725  9  2 89  0  0  0
 1  0      0 4779172 415072 5416832    0    0     0     0 4879 7870  7  2 91  0  0  0
 1  0      0 4782160 415072 5416832    0    0     0   164 6439 10088  9  3 88  0  0  0
 2  0      0 4781032 415072 5416832    0    0     0     0 5297 8178  8  3 90  0  0  0
 2  0      0 4780852 415072 5416832    0    0     0     0 5080 8244  7  3 90  0  0  0
 1  0      0 4782548 415072 5416832    0    0     0    84 6413 13795  8  3 89  0  0  0
 1  0      0 4783876 415088 5416840    0    0     0    44 5070 8105  7  2 90  0  0  0
 1  0      0 4778556 415092 5416840    0    0     0     0 6505 10114  9  3 88  0  0  0
 2  0      0 4778088 415108 5416836    0    0     0   476 5528 8577  7  2 90  0  0  0
 2  0      0 4781576 415108 5416840    0    0     0     0 4830 7816  7  2 90  0  0  0
 1  1      0 4781196 415108 5416840    0    0     0    28 5840 13489  8  2 89  0  0  0
 1  0      0 4780936 415108 5416840    0    0     0    20 4983 7832  7  3 90  0  0  0
 2  0      0 4779404 415108 5416840    0    0     0     0 6648 10282  9  3 88  0  0  0
 2  0      0 4777380 415116 5416840    0    0     0    48 4998 8113  7  3 90  0  0  0
 1  0      0 4776836 415116 5416840    0    0     0     0 4862 7859  7  3 90  0  0  0
 2  0      0 4774376 415120 5416840    0    0     0   168 6290 13583  8  3 89  0  0  0
 1  0      0 4774168 415120 5416844    0    0     0    36 5362 8469  7  3 90  0  0  0
 1  0      0 4774420 415120 5416848    0    0     0     4 6059 9715  9  3 88  0  0  0
 1  0      0 4775400 415120 5416848    0    0     0    32 4967 8111  7  2 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4776608 415128 5416840    0    0     0    48 5012 7962  7  3 90  0  0  0
 1  0      0 4773364 415144 5416852    0    0     0   236 6668 14375  9  3 88  0  0  0
 1  0      0 4774060 415148 5416852    0    0     0     0 4854 7779  8  3 90  0  0  0
 1  0      0 4772888 415148 5416856    0    0     0    36 6137 9907  9  3 88  0  0  0
 1  0      0 4772152 415148 5416856    0    0     0     4 5116 8234  7  3 90  0  0  0
 2  0      0 4776000 415148 5416856    0    0     0     0 5222 8259  7  3 90  0  0  0
 1  0      0 4776268 415148 5416856    0    0     0   172 5949 13224  8  3 89  0  0  0
 1  0      0 4778052 415156 5416856    0    0     0   220 4903 7992  7  2 90  0  0  0
 1  0      0 4772132 415156 5416856    0    0     0     0 6344 10033  9  2 89  0  0  0
 1  0      0 4776944 415156 5416856    0    0     0    24 5233 8385  7  3 90  0  0  0
 1  0      0 4777336 415156 5416860    0    0     0     4 4943 7926  7  2 90  0  0  0
 1  0      0 4778448 415156 5416860    0    0     0     0 6069 13573  8  3 89  0  0  0
 1  0      0 4778968 415156 5416860    0    0     0    28 4931 7882  7  2 90  0  0  0
 1  0      0 4781476 415156 5416860    0    0     0   168 6721 10351  9  3 88  0  0  0
 2  1      0 4781604 415164 5416860    0    0     0    40 5021 8074  7  2 90  0  0  0
 1  0      0 4780732 415168 5416864    0    0     0    12 4887 7847  7  3 90  0  0  0
 2  0      0 4781924 415168 5416864    0    0     0     4 6286 13499  8  3 89  0  0  0
 2  0      0 4779608 415168 5416864    0    0     0     0 5386 8662  7  2 90  0  0  0
 1  0      0 4781212 415168 5416868    0    0     0     0 6271 9893  9  3 87  0  0  0
 1  0      0 4781004 415176 5416868    0    0     0   196 4914 7870  7  2 90  0  0  0
 2  0      0 4779584 415176 5416868    0    0     0    36 5061 8017  8  3 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4779328 415176 5416868    0    0     0     0 6340 13583  9  3 89  0  0  0
 1  0      0 4776540 415176 5416868    0    0     0     4 5573 8531  7  3 90  0  0  0
 1  0      0 4780816 415176 5416868    0    0     0     0 6386 10253 10  3 88  0  0  0
 1  0      0 4782960 415180 5416876    0    0     0     0 4772 7589  7  3 90  0  0  0
 1  0      0 4778052 415188 5416876    0    0     0    24 5069 8043  7  2 90  0  0  0
 1  0      0 4773800 415188 5416876    0    0     0   200 6496 13943  9  3 88  0  0  0
 2  0      0 4775736 415188 5416880    0    0     0     0 4862 7914  7  3 90  0  0  0
 3  0      0 4772416 415188 5416880    0    0     0     4 6004 9584  9  3 88  0  0  0
 3  0      0 4774400 415192 5416876    0    0     0     0 5062 8084  7  2 90  0  0  0
 2  0      0 4773460 415192 5416884    0    0     0     4 5610 8515  7  3 89  0  0  0
 1  0      0 4771604 415208 5416872    0    0     0   168 6129 13648  8  2 89  0  0  0
 1  0      0 4773368 415208 5416872    0    0     0   200 4855 7762  7  3 90  0  0  0
 1  0      0 4773056 415208 5416872    0    0     0     0 6323 9867  9  3 88  0  0  0
 1  0      0 4769912 415208 5416872    0    0     0     4 5580 9103  8  3 89  0  0  0
 2  0      0 4772056 415208 5416872    0    0     0     8 4984 8044  7  3 90  0  0  0
 2  0      0 4771068 415224 5416876    0    0     0   132 5980 13751  8  2 89  0  0  0
 1  0      0 4772376 415224 5416876    0    0     0     0 4908 7893  7  3 90  0  0  0
 1  0      0 4771732 415224 5416876    0    0     0   188 6693 10317  9  3 87  0  0  0
 1  0      0 4775160 415224 5416880    0    0     0     0 4768 7833  7  2 91  0  0  0
 1  0      0 4775804 415224 5416880    0    0     0     4 4868 7805  7  2 90  0  0  0
 4  0      0 4772864 415232 5416880    0    0     0    60 6367 13667  8  3 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 4771108 415236 5416876    0    0     0     0 5363 8123  8  3 90  0  0  0
 1  2      0 4775164 415236 5416884    0    0     0    32 6266 9861  9  3 88  0  0  0
 1  0      0 4775864 415236 5416912    0    0    28   188 4916 7947  7  2 90  0  0  0
 2  0      0 4775540 415236 5416912    0    0     0     0 5032 7935  7  3 90  0  0  0
 1  0      0 4770308 415236 5416912    0    0     0    48 6607 13656  8  3 89  0  0  0
 1  0      0 4772992 415248 5416916    0    0     0    20 5041 7972  7  2 91  0  0  0
 1  1      0 4769120 415260 5416904    0    0     8     0 6961 11905  9  3 88  0  0  0
 1  0      0 4774420 415452 5417008    0    0   196    36 5212 8208  7  3 90  0  0  0
 3  0      0 4772264 415452 5417008    0    0     0   496 5058 8017  7  3 90  0  0  0
 1  0      0 4775456 415452 5417008    0    0     0     0 6308 13472  8  3 89  0  0  0
 1  0      0 4775256 415452 5417008    0    0     0     4 4812 7722  7  3 90  0  0  0
 1  0      0 4779748 415460 5417000    0    0     0    32 6300 10068  9  3 88  0  0  0
 1  0      0 4781008 415460 5417008    0    0     0     0 4879 7769  7  2 90  0  0  0
 1  0      0 4776492 415464 5417008    0    0     0    24 5325 8441  7  3 89  0  0  0
 2  0      0 4772908 415464 5417016    0    0     0   172 5918 13634  8  2 89  0  0  0
 2  0      0 4772316 415464 5417016    0    0     0     0 4713 7617  7  2 90  0  0  0
 3  0      0 4779276 415464 5417016    0    0     0    16 6333 9949 10  3 88  0  0  0
 3  0      0 4781808 415472 5417016    0    0     0    28 5411 8585  8  3 89  0  0  0
 2  0      0 4780092 415472 5417016    0    0     0     0 4952 7957  7  3 90  0  0  0
 1  0      0 4780032 415472 5417016    0    0     0    36 5958 13257  8  2 89  0  0  0
 1  0      0 4780752 415472 5417008    0    0     0   164 4890 7704  7  3 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4776424 415472 5417008    0    0     0     0 6697 10579 10  3 87  0  0  0
 1  0      0 4777624 415472 5417008    0    0     0    12 4738 7697  7  2 91  0  0  0
 1  0      0 4776160 415480 5417008    0    0     0    24 4788 7717  7  2 90  0  0  0
 1  1      0 4773924 415480 5417008    0    0     0    20 6202 13681  8  3 89  0  0  0
 1  0      0 4773044 415484 5417012    0    0     0    24 5361 8333  7  3 90  0  0  0
 3  0      0 4738864 415484 5417016    0    0     0   156 6392 10057 10  3 88  0  0  0
 2  0      0 4739624 415488 5417020    0    0     0     0 4958 8120  7  2 90  0  0  0
 1  0      0 4738476 415488 5417020    0    0     0     8 5047 7805  7  3 90  0  0  0
 1  0      0 4732004 415496 5417016    0    0     0    20 6627 14039  8  3 88  0  0  0
 1  0      0 4759224 415496 5417020    0    0     0    36 4650 7582  7  3 90  0  0  0
 2  0      0 4759264 415496 5417020    0    0     0     0 6176 9963  9  3 88  0  0  0
 2  0      0 4759212 415496 5417020    0    0     0   160 4978 7837  7  3 90  0  0  0
 2  0      0 4765756 415496 5417020    0    0     0     0 5490 8441  8  3 89  0  0  0
 2  0      0 4771996 415504 5417024    0    0     0    28 6105 13553  9  3 89  0  0  0
 2  0      0 4772052 415504 5417024    0    0     0     0 4955 7937  7  3 90  0  0  0
 1  0      0 4772004 415504 5417024    0    0     0    24 6806 10679  9  3 88  0  0  0
 4  0      0 4785040 415504 5417024    0    0     0     0 5565 8688  8  3 90  0  0  0
 1  0      0 4788140 415504 5417024    0    0     0   152 5218 8111  7  3 90  0  0  0
 2  0      0 4792204 415504 5417024    0    0     0    36 6081 13460  8  2 89  0  0  0
 2  0      0 4792336 415516 5417024    0    0     0    44 4774 7632  7  2 90  0  0  0
 2  0      0 4795412 415516 5417028    0    0     0     0 6344 10069  9  3 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 4792004 415516 5417028    0    0     0    36 5394 8225  7  3 89  0  0  0
 3  0      0 4795140 415516 5417028    0    0     0     0 4958 8008  7  3 90  0  0  0
 1  0      0 4794912 415516 5417028    0    0     0   168 5983 13296  8  3 89  0  0  0
 1  0      0 4796260 415516 5417028    0    0     0     8 4855 7748  7  3 90  0  0  0
 1  0      0 4796584 415516 5417028    0    0     0     4 6701 10526  9  3 88  0  0  0
 1  0      0 4797488 415524 5417032    0    0     0    20 4918 7967  7  2 90  0  0  0
 1  0      0 4799288 415524 5417032    0    0     0    24 4923 7888  7  2 90  0  0  0
 1  0      0 4795300 415540 5417044    0    0     0    84 6191 13683  9  3 88  0  0  0
 1  0      0 4795408 415540 5417044    0    0     0   172 5357 8203  7  3 90  0  0  0
 1  0      0 4795168 415540 5417044    0    0     0     0 6222 10070  9  3 88  0  0  0
 1  0      0 4797808 415540 5417048    0    0     4    44 4885 7859  7  2 90  0  0  0
 1  0      0 4796760 415540 5417048    0    0     0    24 5106 7977  7  3 89  0  0  0
 1  0      0 4798576 415560 5417060    0    0     0   228 6522 13984  9  3 88  0  0  0
 1  0      0 4798968 415560 5417064    0    0     0     0 5001 8088  7  3 90  0  0  0
 1  0      0 4802164 415564 5417068    0    0     0   164 6111 9835  9  2 89  0  0  0
 1  0      0 4802640 415564 5417068    0    0     0     0 5106 8031  7  2 91  0  0  0
 1  0      0 4801920 415564 5417068    0    0     0     4 5657 9043  8  3 89  0  0  0
 1  0      0 4802688 415572 5417060    0    0     0   148 6017 13274  8  3 89  0  0  0
 1  0      0 4802952 415572 5417072    0    0     0     0 4695 7580  7  3 90  0  0  0
 1  0      0 4799524 415572 5417072    0    0     0     0 6360 10038  9  3 88  0  0  0
 1  0      0 4796588 415572 5417072    0    0     0   172 5228 8252  7  3 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4798160 415572 5417072    0    0     0     0 4734 7778  7  2 91  0  0  0
 1  0      0 4795156 415588 5417080    0    0     0   180 6234 13907  8  3 89  0  0  0
 1  0      0 4794888 415588 5417080    0    0     0    24 4767 7775  7  2 90  0  0  0
 2  0      0 4794204 415588 5419408    0    0  2388     0 6692 10401 10  3 88  0  0  0
 1  0      0 4794980 415592 5419468    0    0     0     0 5022 7976  7  2 90  0  0  0
 1  0      0 4797104 415592 5419472    0    0     0   420 4696 7476  7  2 90  0  0  0
 1  0      0 4795384 415604 5419476    0    0     0   160 6155 13641  8  3 89  0  0  0
 1  0      0 4800376 415604 5415376    0    0     0     4 4950 7814  7  3 90  0  0  0
 1  0      0 4798696 415604 5415376    0    0     0    44 6680 10315 10  4 87  0  0  0
 1  0      0 4801076 415604 5415376    0    0     0     0 4706 7600  7  2 91  0  0  0
 1  0      0 4800652 415604 5415376    0    0     0     0 4708 7648  7  2 90  0  0  0
 1  0      0 4799768 415612 5415376    0    0     0   200 6386 13870  8  2 89  0  0  0
 1  0      0 4797108 415612 5415388    0    0     0     0 5105 8098  7  3 90  0  0  0
 1  0      0 4803052 415612 5415396    0    0     0     4 6236 10033  9  3 88  0  0  0
 1  0      0 4806592 415612 5415396    0    0     0    24 4805 7836  7  2 90  0  0  0
 1  0      0 4801200 415612 5415396    0    0     0     0 5059 7826  8  2 90  0  0  0
 2  0      0 4797952 415620 5415396    0    0     0    60 6508 13895  9  3 88  0  0  0
 3  0      0 4805108 415636 5415384    0    0     0   248 4886 7719  7  2 90  0  0  0
 4  0      0 4801228 415648 5415388    0    0     0    16 6159 10025  9  2 89  0  0  0
 2  0      0 4800660 415648 5415388    0    0     0    40 4883 7782  7  2 91  0  0  0
 3  0      0 4796556 415648 5415388    0    0     0     0 5265 8222  7  3 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4798952 415648 5415388    0    0     0    48 6217 13700  8  3 89  0  0  0
 1  0      0 4799120 415648 5415392    0    0     0   172 4774 7718  7  3 90  0  0  0
 1  0      0 4794584 415656 5417984    0    0  2688    20 6301 9835  9  3 88  0  0  0
 2  0      0 4794264 415656 5418080    0    0     0     0 5480 8501  8  3 90  0  0  0
 1  0      0 4796368 415656 5418080    0    0     0    28 4751 7582  7  3 90  0  0  0
 1  0      0 4803092 415656 5418080    0    0     0     0 6096 13518  9  2 90  0  0  0
 1  0      0 4800960 415656 5418080    0    0     0     0 4807 7660  7  3 90  0  0  0
 2  0      0 4798364 415656 5418080    0    0     0     0 6636 10370 10  3 87  0  0  0
 2  0      0 4799868 415664 5418088    0    0     0   184 4785 7836  7  3 90  0  0  0
 3  0      0 4802816 415664 5418088    0    0     0    24 4981 8018  7  3 90  0  0  0
 1  0      0 4801808 415676 5418096    0    0     0   108 6269 13938  8  3 89  0  0  0
 3  0      0 4798864 415676 5418224    0    0   128     0 5200 8256  7  3 89  0  0  0
 1  0      0 4796288 415676 5418664    0    0   440     0 6486 10141  9  3 88  0  0  0
 1  0      0 4795360 415676 5418664    0    0     0    16 4841 7931  7  2 91  0  0  0
 2  0      0 4793144 415692 5418684    0    0     0   332 4807 7745  7  2 91  0  0  0
 3  0      0 4791988 415692 5418684    0    0     0    36 6440 14042  8  3 89  0  0  0
 2  0      0 4791752 415692 5418684    0    0     0   132 5133 7848  7  3 90  0  0  0
 2  0      0 4792096 415692 5418684    0    0     0     0 6057 9754  9  3 88  0  0  0
 2  0      0 4789996 415692 5418684    0    0     0     0 4959 7863  7  3 90  0  0  0
 2  0      0 4793008 415700 5418684    0    0     0   128 4962 7934  7  2 90  0  0  0
 1  0      0 4787244 415700 5418684    0    0     0   192 6638 13594  8  3 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4784828 415708 5418740    0    0     0    40 4961 7973  7  3 90  0  0  0
 1  0      0 4787924 415708 5418740    0    0     0     4 6082 9676  9  3 88  0  0  0
 3  0      0 4787480 415712 5418744    0    0     0     0 5336 8314  7  3 90  0  0  0
 2  0      0 4786084 415716 5418748    0    0     0    44 5345 8082  8  3 90  0  0  0
 2  0      0 4785720 415716 5418748    0    0     0     0 6211 13211  8  3 88  0  0  0
 1  0      0 4786548 415724 5418748    0    0     0   488 4809 7734  7  3 90  0  0  0
 1  0      0 4793692 415724 5418748    0    0     0     0 6631 10343 10  2 88  0  0  0
 1  0      0 4794176 415728 5418752    0    0     0     4 5401 8263  7  3 90  0  0  0
 1  0      0 4794820 415728 5418756    0    0     0     0 4705 7716  7  2 91  0  0  0
 1  0      0 4792924 415744 5418756    0    0     0    92 6179 13780  8  3 89  0  0  0
 1  0      0 4794080 415744 5418756    0    0     0    12 5047 7939  7  2 91  0  0  0
 1  0      0 4790216 415744 5418724    0    0     0   204 6495 9927  9  3 88  0  0  0
 1  0      0 4793552 415744 5418724    0    0     0     0 5012 8186  7  2 91  0  0  0
 1  0      0 4795356 415744 5418724    0    0     0     4 4821 7643  7  2 91  0  0  0
 1  0      0 4797464 415752 5418716    0    0     0    60 6442 14056  8  3 89  0  0  0
 1  0      0 4795108 415752 5418724    0    0     0     0 5185 8057  7  3 90  0  0  0
 2  1      0 4797752 415756 5418728    0    0     0    28 6176 9989  9  3 88  0  0  0
 1  0      0 4798332 415756 5418728    0    0     0   180 4907 8018  7  2 90  0  0  0
 1  0      0 4799112 415756 5418728    0    0     0     0 4782 7722  7  2 90  0  0  0
 1  0      0 4796364 415756 5418728    0    0     0    48 6704 15080  9  4 88  0  0  0
 1  0      0 4800904 415764 5418728    0    0     0    20 4806 7751  7  3 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4797912 415764 5418732    0    0     0     0 6081 9682  9  3 88  0  0  0
 1  1      0 4797960 415764 5418732    0    0     0    24 4942 8075  7  3 90  0  0  0
 1  0      0 4799020 415772 5418720    0    0     0   208 5106 7879  7  3 89  0  0  0
 2  0      0 4794424 415772 5418720    0    0     0     0 6608 14083  8  3 89  0  0  0
 3  0      0 4795004 415772 5418720    0    0     0     4 4855 7821  7  2 91  0  0  0
 1  0      0 4795048 415772 5418720    0    0     0     0 6070 9737  9  3 88  0  0  0
 1  0      0 4793832 415772 5418720    0    0     0    24 5120 8044  7  2 90  0  0  0
 1  0      0 4792828 415772 5418720    0    0     0     0 5149 8062  7  3 90  0  0  0
 2  0      0 4791280 415784 5418724    0    0     0   192 6086 13840  8  3 89  0  0  0
 1  0      0 4773036 424664 5426376    0    0   580     0 5241 24518  6  3 91  0  0  0
