procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 3826840 445228 5526304    0    0     0   696 11113 15187  8  4 87  0  0  0
 1  0      0 3825752 445228 5526304    0    0     0     4 11165 16429 10  5 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 3827700 445252 5526340    0    0     0   560 9803 13992  8  4 88  0  0  0
 3  0      0 3842784 445256 5526344    0    0     0     0 9842 16241  9  4 87  0  0  0
 2  0      0 3819892 445256 5526400    0    0     0     0 12917 22605 11  4 85  0  0  0
 2  0      0 3814156 445256 5526400    0    0     0   160 10858 15879  9  5 86  0  0  0
 2  0      0 3820532 445256 5526400    0    0     0    32 15209 21004 12  4 84  0  0  0
 2  0      0 3823180 445256 5526400    0    0     0   368 8204 13470  8  4 88  0  0  0
 3  0      0 3830144 445280 5526420    0    0     0   124 13033 19316  9  4 87  0  0  0
 1  0      0 3826880 445284 5526424    0    0     0     0 14478 25852 11  4 84  0  0  0
 4  0      0 3809388 445292 5526648    0    0     0    48 12682 19256 10  5 85  0  0  0
 1  0      0 3794380 445292 5526476    0    0     0   160 14459 20764 14  5 81  0  0  0
 9  0      0 3787776 445324 5526420    0    0     0   228 10413 15033  9  5 86  0  0  0
 3  0      0 3764564 445332 5526472    0    0     0   320 14728 22186 12  5 83  0  0  0
 3  0      0 3669968 445372 5527756    0    0   160  1600 36645 54282 22 10 68  0  0  0
 4  0      0 3595692 445436 5532168    0    0     0   600 25473 35304 14  7 79  0  0  0
 5  0      0 3529380 445464 5535404    0    0  1752   148 27257 43379 19  6 74  0  0  0
 4  0      0 3483012 445464 5536932    0    0   436   232 20014 29418 13  6 82  0  0  0
 4  0      0 3395464 445496 5541628    0    0     0   328 27374 44039 18  7 75  0  0  0
 5  0      0 3241888 445520 5564304    0    0  1108   364 34133 41874 25  8 67  0  0  0
 2  0      0 3145728 445544 5566236    0    0     0   340 18883 33061 19  6 75  0  0  0
 1  0      0 3152448 445572 5562040    0    0     0  2116 14784 20372 10  4 85  0  0  0
 2  0      0 3188488 445604 5560572    0    0     0   324 11765 16186 10  4 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 3249048 445640 5562024    0    0     0   580 16352 22033 12  4 84  0  0  0
 3  0      0 3242316 445648 5563056    0    0     0   312 19667 35719 12  5 82  0  0  0
 2  0      0 3249284 445672 5563092    0    0     0   132 14534 22518  9  5 86  0  0  0
 4  0      0 3355416 445672 5554112    0    0     0   112 15500 23269 12  5 82  0  0  0
 3  0      0 3378404 445688 5554060    0    0     0   132 17715 23587 10  5 85  0  0  0
 5  0      0 3386276 445688 5554060    0    0     0     0 16245 23191 10  4 86  0  0  0
 2  0      0 3378072 445688 5556512    0    0     0   188 19882 31993 11  4 85  0  0  0
 3  0      0 3377040 445692 5560808    0    0     0    76 18618 25586 10  5 86  0  0  0
 2  0      0 3431560 445696 5550532    0    0     0   336 13923 20559 12  4 84  0  0  0
 5  0      0 3407188 445740 5550832    0    0     0   312 19044 28568 13  5 81  0  0  0
 4  0      0 3373108 445748 5551836    0    0     0    76 16430 24089 16  5 79  0  0  0
 2  0      0 3351860 445756 5551836    0    0     0   100 20457 33227 13  6 80  0  0  0
 5  0      0 3277188 445804 5552312    0    0    80  2772 25666 41968 17  7 75  0  0  0
 3  0      0 3147440 445832 5570248    0    0    72   256 33576 48875 23  8 69  0  0  0
 1  0      0 3149200 445864 5570464    0    0     0   580 17831 26026 11  5 84  0  0  0
 3  0      0 3151704 445904 5569624    0    0     0   288 15348 23401  9  5 87  0  0  0
 2  0      0 3147544 445920 5572040    0    0     0   128 12436 24573 10  5 86  0  0  0
 2  0      0 3157688 445920 5572040    0    0     0    20 9008 14644  9  5 86  0  0  0
 1  0      0 3169772 445936 5572016    0    0     0  1500 9989 17875 10  4 85  0  0  0
 2  0      0 3162900 445964 5572108    0    0     0   588 10489 14062  9  4 86  0  0  0
 4  0      0 3183304 445968 5572112    0    0     0     4 8505 12977  9  4 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 3216672 446016 5571844    0    0     0   384 10320 20190 10  4 85  0  0  0
 1  0      0 3221036 446040 5571856    0    0     0   164 10582 14990  8  5 87  0  0  0
 5  0      0 3224948 446056 5571848    0    0     0   128 11813 16734 11  5 85  0  0  0
 2  0      0 3225608 446056 5571844    0    0     0   304 8518 12992  8  5 86  0  0  0
 2  0      0 3276528 446056 5561564    0    0     0     0 8803 13397  9  4 87  0  0  0
 2  0      0 3283676 446056 5561564    0    0     0   128 8896 17656  9  5 86  0  0  0
 1  0      0 3282056 446056 5561564    0    0     0     0 7315 11719  8  5 88  0  0  0
 1  0      0 3278288 446064 5561564    0    0     0   128 9793 14708 10  5 85  1  0  0
 1  0      0 3281020 446068 5561572    0    0     0   352 10838 14868  9  4 88  0  0  0
 1  0      0 3277104 446068 5561572    0    0     0   164 11148 15128  9  4 87  0  0  0
 1  0      0 3280792 446068 5561576    0    0     0     0 12848 23607 10  5 85  0  0  0
 1  0      0 3290000 446068 5561576    0    0     0     4 11195 16585 10  4 87  0  0  0
 3  0      0 3284532 446080 5561540    0    0     0   148 12463 20593 11  4 85  0  0  0
 4  0      0 3287716 446080 5561544    0    0     0    40 14841 23265 10  5 85  0  0  0
 2  0      0 3289580 446080 5561544    0    0     0     0 14002 22815 10  5 85  0  0  0
 2  0      0 3281296 446120 5561860    0    0     0   608 13804 25512 10  6 84  0  0  0
 2  0      0 3298616 446120 5561864    0    0     0     4 15188 23793 11  5 84  0  0  0
 1  0      0 3299060 446136 5561748    0    0     0   352 11317 17647 11  4 85  0  0  0
 2  0      0 3293620 446136 5561776    0    0     0     0 10074 15280  9  4 87  0  0  0
 1  0      0 3298296 446136 5561776    0    0     0    20 11538 17339  9  5 86  0  0  0
 3  0      0 3294932 446136 5561776    0    0     0   472 12033 20527 10  5 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 3273804 446140 5562072    0    0     0   164 11580 17116  9  5 86  0  0  0
 2  0      0 3235036 446140 5561780    0    0     0     0 10024 15998 10  5 85  0  0  0
 1  0      0 3239292 446148 5561780    0    0     0   104 9325 15097  9  5 87  0  0  0
 2  1      0 3237364 446148 5561784    0    0     0    24 7573 12284  8  5 87  0  0  0
 1  0      0 3242352 446148 5561784    0    0     0    16 8538 17741  9  5 86  0  0  0
 2  0      0 3267552 446152 5561788    0    0     0     0 7128 11365  8  4 88  0  0  0
 1  0      0 3268860 446152 5561788    0    0     0   164 8928 13967 10  4 85  0  0  0
 1  0      0 3272316 446152 5561788    0    0     0    56 7947 13231  9  4 88  0  0  0
 3  0      0 3243028 446168 5561788    0    0     0    96 8569 13596 10  5 85  0  0  0
 1  0      0 3252348 446176 5561792    0    0     8    32 8728 17569  9  4 87  0  0  0
 4  0      0 3253740 446176 5561792    0    0     0     0 7270 11565  8  4 88  0  0  0
 3  0      0 3252496 446180 5562348    0    0     4   108 10524 16439 10  4 86  0  0  0
 2  0      0 3263416 446180 5563540    0    0     0   592 12715 18257  8  5 87  0  0  0
 3  0      0 3208012 447224 5578168    0    0  2548  1328 14834 20319 11  6 83  0  0  0
 3  0      0 3271988 447244 5577988    0    0     8   596 12295 23011 11  4 84  0  0  0
 1  0      0 3281904 447244 5577860    0    0     0    20 8193 12433  8  4 88  0  0  0
 2  0      0 3290864 447244 5577636    0    0     0     0 12647 17508 11  4 85  0  0  0
 1  0      0 3292232 447244 5578408    0    0     0   356 8586 12654  8  5 87  0  0  0
 1  0      0 3290024 447248 5578412    0    0     0  1504 8052 13224  8  5 87  0  0  0
 1  0      0 3288404 447256 5577620    0    0     0   140 11368 20321 10  4 86  0  0  0
 2  0      0 3295412 447256 5577620    0    0     0    36 8770 13520  9  4 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 3322880 447272 5577708    0    0     0 12176 9705 15796 10  5 85  0  0  0
 2  0      0 3324060 447272 5577708    0    0     0     0 7879 12761  8  5 87  0  0  0
 2  0      0 3323056 447288 5577704    0    0     0  1156 7416 11781  8  4 88  0  0  0
 2  0      0 3322464 447288 5577708    0    0     0  1036 11375 20422 10  4 86  0  0  0
 2  0      0 3321956 447288 5577708    0    0     0     0 7560 12324  8  4 88  0  0  0
 2  0      0 3328648 447288 5577708    0    0     0    24 9260 14542 11  4 85  0  0  0
 1  0      0 3332580 447288 5577708    0    0     0     0 8664 12245  8  5 87  0  0  0
 1  0      0 3331376 447296 5577708    0    0     0    80 8119 12076  8  4 88  0  0  0
 2  0      0 3324308 447296 5577748    0    0    40     4 8881 18472  9  5 86  0  0  0
 2  0      0 3322884 447300 5577756    0    0     0   364 7433 12135  8  4 88  0  0  0
 2  0      0 3255768 447384 5584148    0    0  4636    32 10937 17291 13  5 82  0  0  0
 2  0      0 3268088 447388 5584172    0    0    24   360 11828 17219  9  4 86  0  0  0
 1  0      0 3227136 447388 5601428    0    0   128    40 9642 15343 10  4 86  0  0  0
 1  0      0 3189400 447396 5601188    0    0     0   316 9986 19894 10  4 86  0  0  0
 2  0      0 3196884 447396 5601188    0    0     0     0 6866 11043  8  4 88  0  0  0
 4  0      0 3204132 447396 5601188    0    0     0   332 8952 14101 10  4 86  0  0  0
 2  0      0 3187924 447412 5611492    0    0     0   120 9550 13391  8  5 86  0  0  0
 2  0      0 3208500 447420 5602772    0    0    28   104 9411 14657  9  6 85  0  0  0
 1  0      0 3171920 447436 5600196    0    0     0   452 10129 20196 10  5 85  0  0  0
 2  0      0 3175052 447436 5599928    0    0     0     0 7716 12717  8  4 88  0  0  0
 2  0      0 3187716 447436 5599936    0    0     0     0 8553 13765 10  5 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 3217428 447460 5598772    0    0    24  1440 9158 15295 11  5 84  0  0  0
 3  0      0 3433992 447512 5598672    0    0   336   920 10921 16047 10  5 85  0  0  0
 1  0      0 3417288 447512 5609024    0    0     0     4 10173 18978 10  5 85  0  0  0
 1  0      0 3427668 447532 5598652    0    0     0    76 7003 11151  8  4 89  0  0  0
 4  0      0 3436784 447532 5598652    0    0     0     0 8491 13698  9  4 87  0  0  0
 4  0      0 3442160 447532 5598652    0    0     0   396 8896 12765  8  4 88  0  0  0
 4  0      0 3442068 447532 5598652    0    0     0    60 7764 12407  8  4 88  0  0  0
 2  0      0 3455092 447532 5598636    0    0     0     0 8470 17450  9  5 86  0  0  0
 2  0      0 3454568 447532 5598636    0    0     0     4 6766 11135  8  4 89  0  0  0
 2  0      0 3461556 447544 5598640    0    0     0    52 8142 13334 10  4 86  0  0  0
 1  0      0 3459964 447544 5598640    0    0     0     0 7488 11803  8  4 88  0  0  0
 2  0      0 3461652 447544 5598644    0    0     0     0 8876 12840  8  5 88  0  0  0
 2  0      0 3458308 447544 5598660    0    0     0   188 10305 18229  9  5 86  0  0  0
 2  0      0 3461200 447544 5598660    0    0     0     0 9391 12635  7  5 88  0  0  0
 2  0      0 3465068 447544 5598660    0    0     0    40 10042 14624 10  5 85  0  0  0
 2  0      0 3460980 447544 5598696    0    0     0     0 7650 11574  8  3 89  0  0  0
 2  0      0 3457716 447552 5598692    0    0     0    56 9401 13957  8  4 88  0  0  0
 3  0      0 3471880 447556 5599472    0    0     0    32 10579 19291  9  4 87  0  0  0
 1  0      0 3471564 447556 5598824    0    0     0   152 9890 15067  8  4 87  0  0  0
 1  0      0 3476792 447556 5598684    0    0     0     0 9961 16495 11  4 86  0  0  0
 1  0      0 3473148 447556 5598684    0    0     0   360 7925 13134  8  4 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 3476052 447556 5598684    0    0     0    24 8420 12458  8  4 88  0  0  0
 2  0      0 3470232 447564 5598684    0    0     0    40 10654 19938 10  5 85  0  0  0
 2  0      0 3472160 447564 5598688    0    0     0    40 9017 15017  8  4 87  0  0  0
 2  0      0 3470472 447564 5598688    0    0     0   156 8422 13673 10  4 86  0  0  0
 1  0      0 3472060 447572 5598676    0    0     0    96 6917 11163  8  3 89  0  0  0
 1  0      0 3470240 447572 5598660    0    0     0     4 7231 11549  8  4 88  0  0  0
 1  0      0 3469208 447572 5598660    0    0     0    88 8641 17608  9  4 87  0  0  0
 1  0      0 3473220 447572 5598660    0    0     0    20 7095 11906  7  4 88  0  0  0
 4  0      0 3471612 447572 5598660    0    0     0     0 8305 13451 10  4 87  0  0  0
 1  0      0 3472296 447576 5598660    0    0     0     0 7389 11904  8  4 88  0  0  0
 1  0      0 3475244 447588 5598672    0    0     0   188 7988 13052  8  4 88  0  0  0
 2  0      0 3474196 447588 5598672    0    0     0     4 8644 17456  9  4 87  0  0  0
 3  0      0 3472756 447596 5598680    0    0     0   456 6915 11539  8  4 88  0  0  0
 2  0      0 3480192 447596 5598680    0    0     0    40 8460 13800 10  4 86  0  0  0
 1  0      0 3479900 447612 5598672    0    0     0    60 7519 12023  8  5 87  0  0  0
 1  0      0 3481116 447612 5598672    0    0     0    56 6861 11249  8  4 88  0  0  0
 2  0      0 3480500 447612 5598672    0    0     0   152 8174 16740  9  5 86  0  0  0
 3  0      0 3480100 447612 5598672    0    0     0     4 7160 11723  8  4 88  0  0  0
 2  0      0 3477524 447620 5598676    0    0     0    72 8741 14088 10  4 86  0  0  0
 2  0      0 3476076 447620 5598680    0    0     0    76 7667 12427  8  4 88  0  0  0
 2  0      0 3476300 447644 5598684    0    0     0   128 7335 11854  7  4 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 3475676 447644 5598684    0    0     0     0 8541 17652  8  4 87  0  0  0
 3  0      0 3476988 447648 5598684    0    0     0   164 7333 11692  8  4 88  0  0  0
 2  0      0 3478408 447648 5598688    0    0     0    64 8187 13575  9  4 87  0  0  0
 1  0      0 3477548 447648 5598688    0    0     0   160 7214 11865  8  4 88  0  0  0
 4  0      0 3475748 447656 5598672    0    0     0   136 7178 11587  8  4 88  0  0  0
 1  0      0 3474440 447656 5598676    0    0     0     0 8925 17519  9  4 87  0  0  0
 1  0      0 3473864 447656 5598676    0    0     0   160 7128 11632  8  4 88  0  0  0
 3  0      0 3475280 447656 5598676    0    0     0     0 8044 12994 10  4 87  0  0  0
 2  0      0 3474336 447656 5598676    0    0     0    24 7099 11622  8  4 88  0  0  0
 2  0      0 3472332 447656 5598676    0    0     0    48 7418 11747  8  4 88  0  0  0
 2  0      0 3472256 447672 5598684    0    0     0   500 8943 17933  9  5 86  0  0  0
 2  0      0 3473732 447672 5598684    0    0     0     0 6662 11071  7  4 89  0  0  0
 2  0      0 3476328 447672 5598684    0    0     0   164 7901 13014  9  4 87  0  0  0
 1  0      0 3472684 447672 5598684    0    0     0     0 7059 11430  8  4 89  0  0  0
 1  0      0 3473936 447672 5598052    0    0     0    32 9786 14076  8  4 88  0  0  0
 1  0      0 3470952 447700 5598052    0    0     0   196 9771 19316  9  4 86  0  0  0
 1  0      0 3471844 447700 5598056    0    0     0     0 7984 13058  8  5 87  0  0  0
 2  0      0 3468364 447700 5598056    0    0     0     0 12033 18117 10  5 84  0  0  0
 1  0      0 3467932 447704 5598060    0    0     0     0 11075 16381  9  3 88  0  0  0
 2  0      0 3471312 447704 5598064    0    0     0   204 12127 20600  9  4 86  0  0  0
 2  0      0 3461644 447712 5598064    0    0     0    96 12363 22112 12  5 83  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 3466360 447712 5598064    0    0     0     0 10391 17095  9  4 87  0  0  0
 2  0      0 3473608 447712 5598064    0    0     0     0 13417 19824 11  4 84  0  0  0
 1  0      0 3469784 447712 5598064    0    0     0     0 9673 13975  8  4 88  0  0  0
 2  0      0 3471944 447712 5598064    0    0     0   356 8301 13605  8  4 88  0  0  0
 1  0      0 3471852 447720 5598064    0    0     0   296 10158 20425  9  4 86  0  0  0
 3  0      0 3470576 447720 5598064    0    0     0     4 8004 12798  8  5 88  0  0  0
 2  0      0 3471460 447720 5598064    0    0     0     0 10370 15448 10  4 86  0  0  0
 2  0      0 3449080 447724 5609092    0    0     0     0 10770 14768  8  5 87  0  0  0
 2  0      0 3454988 447732 5598728    0    0     0    52 10911 15771  9  4 86  0  0  0
