procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4761840 442940 5486180    0    0     0   168 5126 8104  7  2 90  0  0  0
 1  0      0 4764280 442944 5486180    0    0     0     0 5174 8257  7  3 90  0  0  0
 1  0      0 4758540 442944 5486184    0    0     0     0 6399 13815  9  3 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4758796 442956 5486180    0    0     0   136 4911 7953  7  2 90  0  0  0
 3  0      0 4761148 442956 5486188    0    0     0     0 6190 9960  9  2 88  0  0  0
 2  0      0 4761648 442956 5486188    0    0     0     0 5029 7994  8  2 90  0  0  0
 2  0      0 4760840 442956 5486188    0    0     0   164 5295 8308  7  3 89  0  0  0
 2  0      0 4762192 442956 5486192    0    0     0     0 6152 13663  8  2 89  0  0  0
 2  1      0 4763248 442956 5486192    0    0     0    28 4829 7834  7  3 90  0  0  0
 3  0      0 4762372 442964 5486184    0    0     0    56 6593 10363  9  3 88  0  0  0
 2  0      0 4755752 442964 5486192    0    0     0     0 5637 8602  7  3 90  0  0  0
 2  0      0 4756748 442968 5486196    0    0     0   124 4943 8007  7  3 90  0  0  0
 1  0      0 4757672 442968 5486196    0    0     0   404 5971 13311  8  3 89  0  0  0
 1  0      0 4758064 442968 5486196    0    0     0    12 5326 8873  8  3 90  0  0  0
 1  0      0 4758588 442972 5486196    0    0     0     0 6429 10296  9  2 89  0  0  0
 1  0      0 4761676 442980 5486204    0    0     0    68 4829 7749  7  2 90  0  0  0
 1  0      0 4765440 442980 5486204    0    0     0     0 4878 7899  7  2 91  0  0  0
 2  0      0 4764520 442980 5486204    0    0     0     0 6160 13456  8  3 89  0  0  0
 1  0      0 4762988 442980 5486204    0    0     0   160 5292 8204  7  3 89  0  0  0
 2  0      0 4765644 442980 5486204    0    0     0     0 6092 9657  9  3 88  0  0  0
 2  0      0 4765096 442980 5486204    0    0     0     0 6089 10086  7  2 90  0  0  0
 1  1      0 4765528 442984 5486200    0    0     0    40 5470 8678  8  2 90  0  0  0
 1  0      0 4762984 442988 5486204    0    0     0     4 6211 13461  8  3 89  0  0  0
 1  0      0 4759596 442988 5486224    0    0     0     8 6554 9757  8  3 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4756832 442996 5486212    0    0     0   336 6934 11109  9  3 87  0  0  0
 1  0      0 4758556 442996 5486212    0    0     0     0 5615 8463  7  3 90  0  0  0
 2  0      0 4757536 442996 5486216    0    0     0     0 9067 11362  8  4 89  0  0  0
 1  0      0 4754300 443000 5486216    0    0     0    24 8386 15201  9  3 87  0  0  0
 2  0      0 4755564 443000 5486224    0    0     0     0 7564 9773  7  3 90  0  0  0
 1  0      0 4755100 443000 5486228    0    0     4     0 11573 19935 11  3 86  0  0  0
 1  0      0 4756000 443008 5486228    0    0     0   212 7333 9682  8  2 90  0  0  0
 1  0      0 4754496 443008 5486228    0    0     0     0 7064 10664  8  2 90  0  0  0
 2  0      0 4753220 443008 5488848    0    0     0     0 10613 17525  9  3 88  0  0  0
 1  0      0 4753388 443024 5488848    0    0     0   140 9624 12072  7  4 89  0  0  0
 1  0      0 4750256 443024 5486244    0    0     0     0 10125 15930 10  3 87  0  0  0
 1  0      0 4751796 443024 5488316    0    0     4     0 7672 10733  7  3 89  0  0  0
 2  0      0 4751436 443024 5487288    0    0     0   252 8379 10720  7  5 88  0  0  0
 1  0      0 4753048 443024 5486256    0    0     0     4 8397 18489  9  4 87  0  0  0
 1  0      0 4751728 443024 5486256    0    0     0     0 7743 9970  7  3 89  0  0  0
 3  0      0 4750896 443072 5486256    0    0     0   328 8019 11419  9  3 87  0  0  0
 2  0      0 4751180 443072 5486468    0    0    16     0 8683 12738  8  4 88  0  0  0
 2  0      0 4753604 443076 5486272    0    0     0     0 7092 11027  7  3 90  0  0  0
 1  0      0 4752800 443076 5486280    0    0     0   164 7080 14112  8  2 89  0  0  0
 1  0      0 4756868 443076 5486280    0    0     0    20 5420 8377  8  3 90  0  0  0
 1  0      0 4755156 443076 5486284    0    0     0     4 6154 10021  9  3 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4758876 443084 5486284    0    0     0    64 4776 7698  7  2 90  0  0  0
 1  0      0 4760732 443084 5486284    0    0     0   156 5390 8666  7  3 90  0  0  0
 1  0      0 4752764 443088 5486288    0    0     0     0 6441 13740  8  3 89  0  0  0
 1  0      0 4756804 443088 5486288    0    0     0   168 4837 7812  7  2 90  0  0  0
 1  0      0 4759780 443088 5486288    0    0     0     0 5951 9655  9  3 88  0  0  0
 1  1      0 4756028 443088 5486416    0    0     0    28 5321 8488  7  2 90  0  0  0
 1  0      0 4757436 443096 5486416    0    0     0    36 4939 7900  7  2 90  0  0  0
 1  0      0 4754764 443096 5486416    0    0     0     0 6611 13711  8  3 89  0  0  0
 1  0      0 4754788 443096 5486416    0    0     0     0 4684 7582  7  2 90  0  0  0
 1  0      0 4755984 443100 5486416    0    0     0   412 6382 10495  9  2 88  0  0  0
 1  0      0 4758088 443100 5486420    0    0     0     0 4824 7866  7  2 90  0  0  0
 1  0      0 4754916 443100 5486420    0    0     0    36 5163 8343  7  3 90  0  0  0
 1  0      0 4752964 443124 5486424    0    0     0   104 5810 13492  8  3 89  0  0  0
 4  0      0 4756404 443124 5486424    0    0     0     0 4892 7998  7  2 90  0  0  0
 5  0      0 4757272 443124 5486424    0    0     0     0 6229 9965  9  3 88  0  0  0
 4  0      0 4754748 443124 5486424    0    0     0   160 9195 12634  8  3 89  0  0  0
 3  0      0 4756484 443124 5486424    0    0     0     0 6291 9058  8  3 90  0  0  0
 1  0      0 4755560 443136 5486416    0    0     0    96 7191 14702  9  3 89  0  0  0
 2  0      0 4754656 443136 5486428    0    0     0     0 7651 10324  7  3 90  0  0  0
 1  0      0 4756720 443136 5486428    0    0     0     0 9009 11931 10  3 87  0  0  0
 2  0      0 4757600 443136 5486432    0    0     0     0 8771 11459  7  3 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 4758392 443136 5486432    0    0     0   164 5605 8309  7  2 90  0  0  0
 1  0      0 4756824 443136 5486432    0    0     0     0 7349 14445  8  2 89  0  0  0
 1  0      0 4754456 443148 5486436    0    0     0    56 5228 8149  7  2 90  0  0  0
 1  0      0 4755016 443148 5486436    0    0     0     0 6156 9884  9  2 88  0  0  0
 1  0      0 4756036 443148 5486436    0    0     0     0 6841 9247  7  2 90  0  0  0
 1  0      0 4758528 443148 5486436    0    0     0     0 6781 10001  8  3 89  0  0  0
 1  0      0 4749748 443148 5486552    0    0     0   336 9494 16865  9  5 86  0  0  0
 1  0      0 4747364 443164 5486568    0    0     0    92 8000 10407  8  3 90  0  0  0
 1  0      0 4748360 443164 5486568    0    0     0    36 6792 10502  9  2 88  0  0  0
 1  0      0 4755048 443164 5486568    0    0     0     0 7968 10204  8  2 90  0  0  0
 2  0      0 4752168 443164 5486568    0    0     0     0 9925 12635  8  3 89  0  0  0
 2  0      0 4752448 443164 5486568    0    0     0   248 8781 15511  9  3 88  0  0  0
 2  0      0 4753292 443172 5486572    0    0     0   184 9391 13522  8  3 89  0  0  0
 1  0      0 4750508 443172 5486572    0    0     0    20 7605 10793 10  3 87  0  0  0
 1  1      0 4751128 443172 5486572    0    0     0     4 6006 8509  7  3 90  0  0  0
 1  0      0 4751308 443176 5486576    0    0     0     0 6572 9199  8  3 89  0  0  0
 1  0      0 4751208 443176 5486576    0    0     0    92 8431 15359  9  3 88  0  0  0
 1  0      0 4752288 443184 5486576    0    0     0    44 6485 8997  7  3 90  0  0  0
 2  0      0 4749956 443184 5486576    0    0     0   328 8807 12135 10  2 88  0  0  0
 2  0      0 4748248 443184 5486576    0    0     0    32 7251 9533  7  3 89  0  0  0
 3  0      0 4748300 443184 5486580    0    0     0     4 8792 10805  7  2 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4747240 443192 5486580    0    0     8     0 7428 14469  9  3 88  0  0  0
 1  0      0 4750004 443192 5486580    0    0     0     0 7993 10817  8  3 89  0  0  0
 1  0      0 4746600 443200 5486580    0    0     0    32 8705 11834 10  3 87  0  0  0
 1  0      0 4740244 443336 5487384    0    0   928   292 6560 9086  7  3 89  0  0  0
 1  0      0 4740708 443336 5487384    0    0     0    32 9336 11975  8  3 89  0  0  0
 1  0      0 4740244 443336 5487384    0    0     0     4 9867 17325  9  3 88  0  0  0
 3  0      0 4743424 443336 5487384    0    0     0     0 7904 10450  7  3 89  0  0  0
 1  0      0 4742448 443336 5487388    0    0     0     0 9354 12755 10  3 87  0  0  0
 2  0      0 4742132 443348 5487392    0    0     0   420 8181 10454  8  3 89  0  0  0
 1  0      0 4736620 443348 5487392    0    0     0     0 8237 10846  8  3 89  0  0  0
 1  0      0 4735304 443348 5487392    0    0     0    32 8915 15563  9  3 88  0  0  0
 1  0      0 4742876 443348 5487392    0    0     0     4 8665 10936  8  3 89  0  0  0
 2  0      0 4743748 443348 5487392    0    0     0     0 9851 13077 10  3 87  0  0  0
 2  0      0 4736772 443356 5487392    0    0     0    36 7546 9704  8  3 89  0  0  0
 2  0      0 4731160 443356 5487392    0    0     0   468 8202 10493  8  3 89  0  0  0
 3  0      0 4732796 443356 5487392    0    0     0     0 9458 16736  9  3 88  0  0  0
 1  0      0 4737076 443364 5487384    0    0     0    76 7389 9543  8  3 90  0  0  0
 1  0      0 4738032 443364 5487384    0    0     0     4 6543 10294  9  3 88  0  0  0
 2  0      0 4736672 443364 5487384    0    0     0     0 9034 11205  8  3 89  0  0  0
 2  0      0 4741424 443364 5487388    0    0     0     0 7896 10161  8  3 89  0  0  0
 3  0      0 4739472 443364 5487388    0    0     0   660 10952 17338  9  3 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4738200 443376 5487388    0    0     0    72 11281 13562  9  3 88  0  0  0
 1  1      0 4741272 443376 5487392    0    0     0     0 12383 15736 11  4 86  0  0  0
 2  0      0 4742912 443376 5487392    0    0     0     4 10241 12703  8  4 88  0  0  0
 4  0      0 4745696 443376 5487392    0    0     0     0 11213 13251  8  3 89  0  0  0
 1  0      0 4743292 443376 5487392    0    0     0     0 10001 17168  9  3 88  0  0  0
 1  0      0 4741972 443380 5487396    0    0     0     0 7422 9862  8  3 90  0  0  0
 2  0      0 4743344 443388 5487396    0    0     0   304 10608 13602 10  4 86  0  0  0
 2  0      0 4743568 443388 5487400    0    0     0     0 7694 10527  8  3 89  0  0  0
 3  0      0 4746648 443388 5487400    0    0     0    12 4853 7940  7  3 90  0  0  0
 2  0      0 4742028 443404 5487400    0    0     0    84 6269 13458  8  3 89  0  0  0
 2  0      0 4705208 443404 5487400    0    0     0     0 5566 8351  8  3 89  0  0  0
 1  0      0 4704884 443404 5487400    0    0     0     0 6057 9664  9  3 88  0  0  0
 1  0      0 4704420 443404 5487400    0    0     0   176 5012 8148  7  3 90  0  0  0
 1  0      0 4704836 443408 5487400    0    0     0     0 5180 8237  7  3 90  0  0  0
 2  0      0 4731108 443416 5487404    0    0     0    64 6608 14025  9  3 88  0  0  0
 1  0      0 4730972 443432 5487384    0    0     0   132 4855 7736  7  2 90  0  0  0
 1  0      0 4727700 443432 5487384    0    0     0     0 6396 10139 10  3 88  0  0  0
 1  0      0 4726968 443432 5487384    0    0     0     0 5096 8080  8  3 89  0  0  0
 1  0      0 4731652 443432 5487384    0    0     0   200 5074 8102  7  2 90  0  0  0
 1  0      0 4731644 443432 5487384    0    0     0     0 6266 13779  8  3 89  0  0  0
 1  0      0 4733792 443440 5487376    0    0     0    96 5041 8023  7  2 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4734708 443440 5487388    0    0     0     0 6166 9754  9  3 88  0  0  0
 2  0      0 4732124 443440 5487388    0    0     0     0 5387 8290  7  3 89  0  0  0
 3  0      0 4735888 443440 5487388    0    0     0     0 4668 7703  7  2 90  0  0  0
 2  0      0 4733732 443440 5487388    0    0     0   172 6400 13807  9  2 89  0  0  0
 1  0      0 4736052 443444 5487392    0    0     0     0 5065 7941  7  2 91  0  0  0
 2  0      0 4690764 443452 5487384    0    0     0    28 6808 10416 10  3 87  0  0  0
 2  0      0 4692684 443456 5487400    0    0     0     0 4807 7722  7  2 91  0  0  0
 1  0      0 4697332 443456 5487400    0    0     0     0 4912 8053  8  2 91  0  0  0
 1  1      0 4700236 443456 5487400    0    0     0    32 6152 13578  8  3 89  0  0  0
 2  0      0 4725632 443456 5487400    0    0     0   172 4854 7875  7  3 90  0  0  0
 1  0      0 4730152 443456 5487400    0    0     0     0 6371 9942  9  3 88  0  0  0
 1  0      0 4729896 443464 5487400    0    0     0    24 5001 8219  7  2 90  0  0  0
 1  0      0 4733772 443464 5487400    0    0     0     0 4829 7865  7  2 90  0  0  0
 1  0      0 4740000 443464 5487400    0    0     0     0 6294 13744  8  2 89  0  0  0
 3  0      0 4738516 443464 5487400    0    0     0    20 5128 7968  7  2 90  0  0  0
 2  0      0 4742568 443464 5487404    0    0     0   172 6352 10779  9  3 88  0  0  0
 1  0      0 4744624 443464 5487404    0    0     0   120 4992 8015  7  2 91  0  0  0
 3  0      0 4590244 443472 5514772    0    0     0    24 6226 10315  8  4 88  0  0  0
 1  0      0 4429476 443496 5487476    0    0     0   244 13818 24817 11  6 83  0  0  0
 2  0      0 4538084 443524 5487636    0    0     0   284 12653 21661 10  4 85  0  0  0
 1  0      0 4590904 443532 5460228    0    0     0   276 11741 19526 11  4 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 4601220 443532 5460192    0    0     0   164 10874 16473 10  4 86  0  0  0
 2  0      0 4593748 443548 5460260    0    0     0   416 10887 17698 10  4 85  0  0  0
 1  0      0 4598932 443564 5460252    0    0     0   488 11867 22805 11  4 85  0  0  0
 6  0      0 4510372 443608 5460504    0    0    20  1164 19724 34972 16  6 78  0  0  0
 4  0      0 4395352 443640 5488456    0    0   188   220 34711 47879 23 10 66  0  0  0
 3  0      0 4339592 443688 5503372    0    0   408   504 23149 36107 16  7 77  0  0  0
 2  0      0 4204632 443760 5506620    0    0   364   856 25263 43257 16  8 75  0  0  0
 3  0      0 4164680 443776 5525064    0    0   348  1916 20641 32081 14  5 81  0  0  0
 2  0      0 4157948 443824 5533568    0    0   148   428 19402 33505 14  6 80  0  0  0
 2  0      0 4106056 443824 5543556    0    0     0     0 21190 33460 15  6 79  0  0  0
 2  0      0 4132540 443872 5544760    0    0     0   508 12338 20750 10  4 86  0  0  0
 8  0      0 4093932 443936 5560204    0    0     0  3252 18478 32408 17  6 77  0  0  0
 7  0      0 4045240 443956 5567520    0    0   156   340 21416 38598 20  6 73  0  0  0
 3  0      0 4136284 443956 5575276    0    0     0   208 17565 28728 15  6 79  0  0  0
 3  0      0 4165160 444000 5567044    0    0     0   672 14137 23190 15  5 80  0  0  0
 1  0      0 4195556 444040 5567060    0    0     0   456 12009 17920 10  4 86  0  0  0
 1  0      0 4198120 444040 5567060    0    0     0    40 8443 12850  9  3 88  0  0  0
 1  0      0 4188244 444040 5567060    0    0     0     0 16188 25868 12  5 83  0  0  0
 5  0      0 4227692 444048 5527772    0    0   128  1928 19245 28735 14  6 80  0  0  0
 3  0      0 4345000 444064 5505216    0    0     0   324 18931 26817 14  6 80  0  0  0
 3  0      0 4358508 444072 5505136    0    0     0    80 13146 19608 11  4 85  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 4362544 444072 5505300    0    0     0     0 11968 17925 10  4 87  0  0  0
 1  0      0 4395000 444096 5504504    0    0     0   152 11583 18593  9  4 87  0  0  0
 1  0      0 4397316 444096 5505304    0    0     0     0 9490 12583  8  3 89  0  0  0
 1  0      0 4398892 444096 5505304    0    0     0   292 8843 14026 10  3 87  0  0  0
 1  0      0 4402944 444100 5504512    0    0     0   120 8799 11538  8  3 88  0  0  0
 1  0      0 4408056 444104 5504516    0    0     0     4 6002 9129  8  3 89  0  0  0
 1  0      0 4408196 444120 5504516    0    0     0   156 6740 14789  9  3 88  0  0  0
 1  0      0 4479304 444124 5504536    0    0     4    36 6205 10043  8  3 89  0  0  0
 1  0      0 4484192 444124 5504548    0    0     0     0 6815 10674  9  4 87  0  0  0
 1  0      0 4483056 444124 5504460    0    0     0   564 5903 9259  7  4 89  0  0  0
 1  0      0 4482164 444124 5504424    0    0     0     0 5795 9343  8  4 89  0  0  0
 1  0      0 4483944 444136 5504412    0    0     0   212 6599 14292  9  3 88  0  0  0
 1  0      0 4487804 444144 5503196    0    0     0    24 5576 8845  7  3 90  0  0  0
 1  0      0 4489580 444144 5503196    0    0     0   364 8764 12327  9  3 87  0  0  0
 1  0      0 4489340 444160 5503192    0    0     0    64 8751 11357  7  4 89  0  0  0
 1  0      0 4489248 444160 5503284    0    0     0   160 10000 12698  8  4 89  0  0  0
 1  0      0 4488324 444160 5503284    0    0     0   120 9990 16063  9  3 88  0  0  0
 1  0      0 4492600 444160 5503284    0    0     0     4 8221 10499  8  4 89  0  0  0
 2  0      0 4484628 444164 5503284    0    0     0     0 9782 15923 10  3 87  0  0  0
 2  0      0 4484552 444172 5503292    0    0     0    72 8651 13051  8  3 89  0  0  0
 1  0      0 4490140 444172 5503292    0    0     0     0 5551 8619  8  3 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 4498080 444172 5503952    0    0     0   160 9936 16959  9  3 87  0  0  0
 2  0      0 4461720 444180 5500368    0    0     0    52 10434 15406 10  4 86  0  0  0
 2  0      0 4453004 444180 5499968    0    0     0     4 15899 24490 13  5 82  0  0  0
 2  0      0 4438744 444196 5501180    0    0     0   568 14531 25744 13  5 82  0  0  0
 1  0      0 4434828 444196 5500160    0    0     0     0 12513 20461 11  5 83  0  0  0
 1  0      0 4430312 444196 5500200    0    0     0    16 11528 22342 12  5 84  0  0  0
 1  0      0 4432360 444196 5500196    0    0     0   160 8789 14094 11  4 85  0  0  0
 2  0      0 4440528 444204 5500192    0    0     0   100 8848 14084 12  3 85  0  0  0
 2  0      0 4474520 444268 5469920    0    0     0   704 8034 12559 10  4 86  0  0  0
 3  0      0 4476432 444268 5469920    0    0     0    20 7498 11375 10  4 86  0  0  0
 2  0      0 4479048 444288 5469872    0    0     0   176 8507 16927 11  3 85  0  0  0
 3  0      0 4483344 444288 5469872    0    0     0     8 7266 11262 10  3 86  0  0  0
 2  1      0 4479612 444336 5469956    0    0     0  1184 11179 19104 13  4 83  0  0  0
 2  0      0 4427048 444344 5472168    0    0    20   120 11335 17694 11  5 84  0  0  0
 5  0      0 4305668 444360 5474560    0    0    84   192 24976 33292 18  7 75  0  0  0
 7  0      0 4179704 444392 5478984    0    0     0   388 30836 49580 20 10 70  0  0  0
 4  0      0 4115792 444424 5497500    0    0     0   224 19621 29057 13  7 80  0  0  0
 3  0      0 4124420 444456 5497440    0    0     0   464 9906 13932 11  4 85  0  0  0
 3  0      0 4137504 444456 5497448    0    0     0  1476 8741 13402  9  3 88  0  0  0
 2  0      0 4135756 444480 5497448    0    0     0   376 11291 15415 10  4 85  0  0  0
 5  1      0 4122444 444480 5497724    0    0   128     8 12152 22748 14  4 82  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 4023544 444544 5497812    0    0     0  1824 20248 37197 18  7 76  0  0  0
 3  0      0 3946576 444544 5498548    0    0     0     0 44033 48503 19 10 71  0  0  0
 4  0      0 3890648 444580 5499080    0    0   540   360 25710 48807 18  9 73  0  0  0
 2  0      0 3902148 444608 5499120    0    0     0   560 19720 35668 14  6 80  0  0  0
 4  0      0 3766508 444656 5499124    0    0     0   392 22361 39998 17  7 76  0  0  0
 2  0      0 3774588 444704 5481968    0    0     8   452 24988 42250 19  7 74  0  0  0
 5  0      0 3711464 444724 5483880    0    0     0   140 29113 46998 23  8 69  0  0  0
 3  0      0 3664124 444764 5483800    0    0     0   552 18739 26771 13  6 81  0  0  0
 2  0      0 3653932 444780 5487876    0    0     0   316 12702 19810 10  4 85  0  0  0
 2  0      0 3666604 444788 5486172    0    0     0   244 10948 20993 11  3 86  0  0  0
 1  0      0 3669052 444812 5485664    0    0     0   148 9147 14135  9  5 87  0  0  0
 1  0      0 3740700 444844 5485680    0    0     0   224 10130 15973 11  5 84  0  0  0
 1  0      0 3757944 444884 5485532    0    0     0   324 9060 13594  9  5 86  0  0  0
 2  0      0 3814860 444884 5485592    0    0     0  1380 18130 18554 12  5 83  0  0  0
 2  0      0 3837588 444884 5485592    0    0     0   128 11070 19532 10  5 85  0  0  0
 2  0      0 3830460 444884 5485592    0    0     0   156 11733 15546  9  5 85  0  0  0
 2  0      0 3840592 444888 5485592    0    0     0     0 12594 18002 11  5 83  0  0  0
 4  0      0 3889768 444888 5485596    0    0     0    36 10445 15193 10  4 85  0  0  0
 2  0      0 3889904 444896 5485804    0    0     0   104 13085 17575 11  5 83  0  0  0
 1  0      0 3886328 444896 5485836    0    0     0     0 14649 24237 11  4 84  0  0  0
 1  1      0 3867372 444896 5486348    0    0     0     0 9808 14110  9  5 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 3879008 444896 5486348    0    0     0   160 10096 15933 10  5 85  0  0  0
 2  0      0 3892804 444896 5486352    0    0     0     0 13092 17115 10  4 86  0  0  0
 1  0      0 3869904 444912 5486376    0    0    12   180 12872 20098 11  4 85  0  0  0
 3  0      0 3847488 444944 5487908    0    0   352   240 23171 35939 16  6 77  0  0  0
 2  0      0 3742944 444952 5504740    0    0   232   464 30187 54178 21  9 70  0  0  0
 2  0      0 3673480 444968 5509700    0    0     0   152 22865 28254 14  6 79  0  0  0
 2  0      0 3673640 444984 5509792    0    0     0  1864 10918 17140  8  4 87  0  0  0
 1  0      0 3679308 445024 5513856    0    0     0   928 8252 13237  8  4 88  0  0  0
 4  0      0 3677592 445140 5514208    0    0     0   924 12092 20975  9  4 86  0  0  0
 3  0      0 3653820 445164 5524928    0    0     0   160 16895 24543 11  4 85  0  0  0
 1  0      0 3653136 445164 5526604    0    0     0     0 19650 31623 14  6 80  0  0  0
 4  0      0 3661996 445180 5526552    0    0     0   184 18030 27053 11  6 83  0  0  0
 3  0      0 3678520 445180 5526496    0    0     0   188 18857 31666 12  6 81  0  0  0
 2  0      0 3683116 445180 5526496    0    0     0   120 16763 32498 13  5 82  0  0  0
 2  0      0 3725324 445180 5526304    0    0     0    36 16768 28096 12  5 83  0  0  0
 2  0      0 3730940 445180 5526304    0    0     0     0 15114 23422 12  5 83  0  0  0
 2  0      0 3732168 445204 5526328    0    0     0   124 15357 26050 12  6 83  0  0  0
 1  0      0 3780348 445212 5526328    0    0     0    80 15370 26472 12  5 83  0  0  0
 3  0      0 3823024 445228 5526304    0    0     0   580 13337 21184 10  5 85  0  0  0
