Linux 6.11.3-arch1-1 (Legion-Arch-Linux) 	10/19/2024 	_x86_64_	(16 CPU)

06:42:25 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:43:18 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:43:19 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:20 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:21 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:22 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:43:23 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:43:24 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:43:25 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:26 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:27 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:28 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:43:29 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:30 PM  1000     37152   99.00    1.00    0.00    1.00  100.00     6  blur
06:43:31 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:32 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:43:33 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:43:34 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:43:35 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:43:36 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     3  blur
06:43:37 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:43:38 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:39 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:40 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:43:41 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:43:42 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:43 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:44 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     2  blur
06:43:45 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:43:46 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:43:47 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:43:48 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:49 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:50 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:43:51 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:52 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:43:53 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:54 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:55 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:56 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:57 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:58 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:43:59 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:00 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:01 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:02 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:03 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:04 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:05 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:06 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:07 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:44:08 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:44:09 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:10 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:11 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:12 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:13 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:44:14 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:44:15 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:16 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:17 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:18 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:19 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     2  blur
06:44:20 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:21 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:22 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:23 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:44:24 PM  1000     37152   99.00    1.00    0.00    0.00  100.00     7  blur
06:44:25 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:44:26 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:44:27 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:44:28 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:44:29 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:30 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:31 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:44:32 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:44:33 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:34 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:35 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:44:36 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:44:37 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:44:38 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:39 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:44:40 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:41 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:42 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:44:43 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:44 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     3  blur
06:44:45 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:44:46 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:47 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:48 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:49 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:50 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     3  blur
06:44:51 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:44:52 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:53 PM  1000     37152   99.00    1.00    0.00    0.00  100.00     6  blur
06:44:54 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:44:55 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:44:56 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     2  blur
06:44:57 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:44:58 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:44:59 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:45:00 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:01 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:02 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:03 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:04 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:05 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:06 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:45:07 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:08 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:09 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:10 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:11 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:12 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:13 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:14 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:15 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:16 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:17 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:18 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:19 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:20 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:21 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:22 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:23 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:24 PM  1000     37152   99.01    0.00    0.00    0.00   99.01     2  blur
06:45:25 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:26 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:27 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:28 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:29 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:30 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:31 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:45:32 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     3  blur
06:45:33 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     6  blur
06:45:34 PM  1000     37152   99.00    1.00    0.00    0.00  100.00     7  blur
06:45:35 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:36 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:37 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     3  blur
06:45:38 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:45:39 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     2  blur
06:45:40 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:41 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:42 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:45:43 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:44 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:45:45 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:46 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:45:47 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     2  blur
06:45:48 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:49 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:50 PM  1000     37152  100.00    0.00    0.00    0.00  100.00    13  blur
06:45:51 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     6  blur
06:45:52 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:45:53 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:45:54 PM  1000     37152   99.00    1.00    0.00    1.00  100.00     7  blur
06:45:55 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:45:56 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:45:57 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:45:58 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:45:59 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:00 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:01 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:02 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:03 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:04 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:05 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:06 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:07 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:08 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:09 PM  1000     37152   99.00    1.00    0.00    1.00  100.00     7  blur
06:46:10 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:46:11 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:12 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:13 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:46:14 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:46:15 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:16 PM  1000     37152  100.00    1.00    0.00    0.00  101.00     7  blur
06:46:17 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:46:18 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:46:19 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:20 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:21 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:46:22 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:23 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:46:24 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:25 PM  1000     37152  101.00    0.00    0.00    0.00  101.00     3  blur
06:46:26 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:46:27 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:46:28 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:46:29 PM  1000     37152  100.00    0.00    0.00    0.00  100.00    14  blur
06:46:30 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:46:31 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:46:32 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:46:33 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:34 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:35 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:36 PM  1000     37152   99.00    1.00    0.00    0.00  100.00     6  blur
06:46:37 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:46:38 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:39 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:40 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:41 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     9  blur
06:46:42 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:43 PM  1000     37152   99.00    1.00    0.00    1.00  100.00     7  blur
06:46:44 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:45 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     2  blur
06:46:46 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:46:47 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:46:48 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:46:49 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:46:50 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:46:51 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:52 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:46:53 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:54 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:46:55 PM  1000     37152   99.00    1.00    0.00    1.00  100.00     7  blur
06:46:56 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:46:57 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:58 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:46:59 PM  1000     37152   99.00    1.00    0.00    1.00  100.00     7  blur
06:47:00 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:01 PM  1000     37152   98.00    0.00    0.00    1.00   98.00     3  blur
06:47:02 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     9  blur
06:47:03 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:04 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:05 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:06 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:07 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:47:08 PM  1000     37152   99.00    1.00    0.00    0.00  100.00     3  blur
06:47:09 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:47:10 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:11 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:12 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:13 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:47:14 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:15 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:16 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:17 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:47:18 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:47:19 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:47:20 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:21 PM  1000     37152  100.00    0.00    0.00    0.00  100.00    10  blur
06:47:22 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:47:23 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:47:24 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:47:25 PM  1000     37152  100.00    1.00    0.00    0.00  101.00     3  blur
06:47:26 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:47:27 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:47:28 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:47:29 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:30 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:47:31 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:47:32 PM  1000     37152   99.00    1.00    0.00    0.00  100.00     7  blur
06:47:33 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     2  blur
06:47:34 PM  1000     37152   99.00    1.00    0.00    0.00  100.00     7  blur
06:47:35 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:47:36 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     6  blur
06:47:37 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:38 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:47:39 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:40 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:41 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:47:42 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:47:43 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:47:44 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:47:45 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     2  blur
06:47:46 PM  1000     37152  100.00    1.00    0.00    1.00  101.00     7  blur
06:47:47 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:48 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:47:49 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:47:50 PM  1000     37152  100.00    0.00    0.00    0.00  100.00    10  blur
06:47:51 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:47:52 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:53 PM  1000     37152   99.00    1.00    0.00    1.00  100.00    12  blur
06:47:54 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:47:55 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:47:56 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:57 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:47:58 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:47:59 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:00 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:01 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:02 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:48:03 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:04 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:48:05 PM  1000     37152  101.00    0.00    0.00    0.00  101.00     6  blur
06:48:06 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:07 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:08 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:09 PM  1000     37152   99.00    1.00    0.00    0.00  100.00     6  blur
06:48:10 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
